Keywords,SERP Url,04.12.2025 14:59,24.10.2025 10:16,15.07.2025 13:50,19.06.2025 11:33,16.06.2025 16:19,03.03.2025 09:00,08.03.2024 16:56,09.02.2024 10:19,05.07.2023 13:37,05.06.2023 12:59,,02.05.2023 13:59,02.05.2023 13:41,20.04.2023 09:58,13.04.2023 14:16,05.04.2023 09:32,30.03.2023 12:08,23.03.2023 09:31,16.03.2023 10:21,09.03.2023 10:00,23.02.2023 13:20,16.02.2023 12:02,14.02.2023 16:26,09.02.2023 14:33,02.02.2023 11:00,26.01.2023 15:33,11.01.2023 20:22,02.01.2023 16:39,29.12.2022 10:20,22.12.2022 11:58,15.12.2022 09:52,08.12.2022 14:34,29.11.2022 13:48,23.11.2022 10:13,09.10.2022 15:44,04.10.2022 12:59,22.09.2022 11:39,12.09.2022 09:46,07.09.2022 13:27,01.09.2022 14:36,25.08.2022 15:40,15.08.2022 15:48,11.08.2022 14:34,26.07.2022 13:52
mole repellant olympia,https://got-moles.com/mole-control-olympia/,1.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant orting,https://got-moles.com/mole-control-orting/,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellant puyallup,https://got-moles.com/mole-control-puyallup/,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant redmond,https://got-moles.com/mole-trapping-redmond/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant renton,https://got-moles.com/mole-control-renton/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant sammamish,https://got-moles.com/mole-control-sammamish/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant seattle,https://got-moles.com/,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant snoqualmie,https://got-moles.com/mole-repellent-snoqualmie/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant south hill,https://got-moles.com/mole-control-southhill/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,13.0,12.0,11.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant sumner,https://got-moles.com/mole-control-sumner-2/,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,NA,NA,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,23.0,13.0,12.0,10.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole repellant tacoma,https://got-moles.com/tacoma/,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellent snoqualmie,https://got-moles.com/mole-repellent-snoqualmie/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole repellent sumner,https://got-moles.com/mole-control-sumner-2/,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
mole rodent removal near me,https://got-moles.com/,3.0,3.0,3.0,4.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles active in winter,https://got-moles.com/do-moles-hibernate/,25.0,18.0,15.0,22.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles animal eyes,https://got-moles.com/how-many-eyes-do-moles-have/,3.0,4.0,5.0,7.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles around the eyes,,>100,>100,>100,>100,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles bite,https://got-moles.com/do-moles-bite/,3.0,3.0,6.0,8.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,>100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles by eyes,https://got-moles.com/how-many-eyes-do-moles-have/,47.0,56.0,32.0,25.0,NA,NA,NA,NA,NA,NA,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,>100,>100,>100,>100,25.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
molescom,https://got-moles.com/,10.0,9.0,12.0,11.0,NA,NA,NA,NA,NA,NA,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,>100,>100,>100,24.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles diet,https://got-moles.com/what-do-moles-eat/,12.0,6.0,14.0,8.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles don't have eyes,https://got-moles.com/how-many-eyes-do-moles-have/,3.0,1.0,2.0,5.0,NA,NA,NA,NA,NA,NA,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100,>100
moles eat,https://got-moles.com/what-do-moles-eat/,7.0,5.0,13.0,24.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles eat what,https://got-moles.com/what-do-moles-eat/,9.0,14.0,11.0,18.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service bellevue,https://got-moles.com/bellevue/,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service buckley,https://got-moles.com/mole-control-buckley/,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service burien,https://got-moles.com/mole-control-burien/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service covington,https://got-moles.com/,3.0,1.0,1.0,3.0,3.0,2.0,2.0,>100,91.0,78.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service des moines,https://got-moles.com/mole-control-des-moines/,3.0,9.0,9.0,10.0,11.0,8.0,6.0,6.0,35.0,28.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service enumclaw,https://got-moles.com/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service federal way,https://got-moles.com/mole-control-federal-way/,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service fife,https://got-moles.com/mole-control-fife/,3.0,3.0,3.0,5.0,8.0,4.0,21.0,>100,>100,>100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service issaquah,https://got-moles.com/mole-control-issaquah/,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service kenmore,https://got-moles.com/,4.0,3.0,5.0,3.0,3.0,3.0,19.0,82.0,25.0,14.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service kent,https://got-moles.com/mole-control-kent/,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service kirkland,https://got-moles.com/kirkland/,5.0,7.0,8.0,1.0,5.0,4.0,2.0,2.0,4.0,4.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service maple valley,https://got-moles.com/mole-control-maple-valley/,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service near me,https://got-moles.com/,4.0,3.0,3.0,3.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service puyallup,https://got-moles.com/mole-control-puyallup/,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service redmond,https://got-moles.com/mole-trapping-redmond/,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service renton,https://got-moles.com/mole-control-renton/,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service seatac,https://got-moles.com/mole-control-seatac-2/,2.0,2.0,1.0,2.0,2.0,1.0,16.0,14.0,4.0,5.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service seattle,https://got-moles.com/,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service shoreline,https://got-moles.com/shoreline/,3.0,4.0,4.0,6.0,8.0,3.0,41.0,>100,>100,>100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service tacoma,https://got-moles.com/tacoma/,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service tukwila,https://got-moles.com/mole-control-tukwila/,1.0,1.0,3.0,2.0,2.0,1.0,23.0,24.0,59.0,>100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mole service woodinville,https://got-moles.com/woodinville/,4.0,3.0,1.0,3.0,2.0,3.0,19.0,20.0,>100,66.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles exterminator,https://got-moles.com/,3.0,3.0,1.0,1.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles eyes,https://got-moles.com/how-many-eyes-do-moles-have/,3.0,4.0,5.0,5.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles eyesight,https://got-moles.com/how-many-eyes-do-moles-have/,4.0,2.0,3.0,5.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles food source,https://got-moles.com/what-do-moles-eat/,29.0,7.0,52.0,69.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles have eyes,https://got-moles.com/how-many-eyes-do-moles-have/,3.0,4.0,6.0,6.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles hibernate,https://got-moles.com/do-moles-hibernate/,17.0,22.0,16.0,21.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles hibernate in winter,https://got-moles.com/do-moles-hibernate/,18.0,16.0,15.0,16.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in eye,https://got-moles.com/how-many-eyes-do-moles-have/,96.0,60.0,47.0,53.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in eyes,https://got-moles.com/how-many-eyes-do-moles-have/,74.0,56.0,34.0,38.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in the eye,https://got-moles.com/how-many-eyes-do-moles-have/,95.0,81.0,41.0,48.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in winter,https://got-moles.com/do-moles-hibernate/,21.0,17.0,14.0,22.0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard bellevue,https://got-moles.com/mole-control-bellevue/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,18.0,NA,NA,NA,NA,NA
moles in yard bonney lake,https://got-moles.com/mole-control-bonney-lake/,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,21.0,NA,NA,NA,NA,NA
moles in yard buckley,https://got-moles.com/mole-control-buckley/,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard burien,https://got-moles.com/mole-control-burien/,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard centralia,https://got-moles.com/mole-control-centralia/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard covington,https://got-moles.com/mole-control-covington/,2.0,1.0,1.0,2.0,2.0,2.0,1.0,>100,>100,>100,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard des moines,https://got-moles.com/mole-control-des-moines/,2.0,6.0,9.0,9.0,9.0,14.0,>100,8.0,29.0,24.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,9.0,9.0,11.0,11.0,10.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard enumclaw,https://got-moles.com/enumclaw/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard federal way,https://got-moles.com/mole-repellant-federal-way/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard fife,https://got-moles.com/mole-control-fife/,1.0,2.0,2.0,2.0,>100,>100,>100,>100,>100,>100,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard issaquah,https://got-moles.com/issaquah/,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard kenmore,https://got-moles.com/kenmore/,2.0,2.0,2.0,2.0,2.0,1.0,15.0,12.0,>100,>100,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard kent,https://got-moles.com/mole-control-kent/,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard kirkland,https://got-moles.com/kirkland/,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard maple valley,https://got-moles.com/mole-control-maple-valley/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard puyallup,https://got-moles.com/mole-control-puyallup/,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moles in yard redmond,https://got-moles.com/mole-trapping-redmond/,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,24.0,>100,NA,NA,NA,NA,NA
moles in yard renton,https://got-moles.com/mole-control-renton/,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,5.0,5.0,5.0,21.0,>100,NA,NA,NA,NA,NA
moles in yard sammamish,https://got-moles.com/mole-control-sammamish/,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
